1960	l
1975	l
1991	l
2006	l
2022	l
2038	l
2054	l
2070	l
2085	l
2101	l
2117	l
2132	l
2148	l
2163	l
2179	l
2194	l
2210	l
2226	l
2242	l
2258	l
2274	l
2290	l
2306	l
2322	l
2338	l
2354	l
2369	l
2385	l
2401	l
2417	l
2432	l
2448	l
2464	l
2479	l
2494	l
2510	l
2526	l
2541	l
2557	l
2572	l
2587	l
2603	l
2618	l
2634	l
2649	l
2665	l
2680	l
2696	l
2711	l
2726	l
2742	l
2758	l
2774	l
2788	l
2803	l
2819	l
2835	l
2850	l
2865	l
2881	l
2897	l
2912	l
2927	l
2943	l
2958	l
2973	l
2988	l
3003	l
3018	l
3034	l
3049	l
3065	l
3080	l
3095	l
3111	l
3126	l
3141	l
3157	l
3172	l
3188	l
3203	l
3218	l
3234	l
3249	l
3265	l
3281	l
3297	l
3313	l
3329	l
3345	l
3360	l
3376	l
3392	l
3407	l
3423	l
3438	l
3453	l
3468	l
3483	l
3499	l
3514	l
3530	l
3545	l
3560	l
3575	l
3591	l
3606	l
3621	l
3636	l
3651	l
3667	l
3682	l
3697	l
3712	l
3728	l
3743	l
3758	l
3774	l
3789	l
3804	l
3819	l
3835	l
3851	l
3866	l
3881	l
3897	l
3912	l
3928	l
3943	l
3958	l
3974	l
3989	l
4004	l
4020	l
4034	l
4050	l
4065	l
4080	l
4095	l
4110	l
4126	l
4141	l
4156	l
4172	l
4187	l
4202	l
4218	l
4234	l
4249	l
4265	l
4280	l
4295	l
4311	l
4326	l
4341	l
4356	l
4372	l
4387	l
4401	l
4417	l
4432	l
4446	l
4462	l
4476	l
4492	l
4507	l
4523	l
4538	l
4554	l
4570	l
4585	l
4600	l
4615	l
4630	l
4646	l
4662	l
4677	l
4693	l
4708	l
4722	l
4738	l
4753	l
4768	l
4783	l
4799	l
4815	l
4830	l
4845	l
4860	l
4875	l
4891	l
4906	l
4921	l
4937	l
4952	l
4967	l
4982	l
4997	l
5011	l
5027	l
5042	l
5057	l
5073	l
5088	l
5103	l
5118	l
5133	l
5149	l
5164	l
5179	l
5195	l
5210	l
5226	l
5241	l
5256	l
5273	l
5288	l
5305	l
5320	l
5335	l
5350	l
5366	l
5381	l
5396	l
5411	l
5427	l
5441	l
5456	l
5472	l
5488	l
5503	l
5518	l
5533	l
5548	l
5563	l
5579	l
5594	l
5609	l
5624	l
5639	l
5654	l
5670	l
5684	l
5699	l
5714	l
5729	l
5744	l
5760	l
5776	l
5790	l
5806	l
5821	l
5836	l
5851	l
5867	l
5882	l
5897	l
5912	l
5927	l
5942	l
5958	l
5973	l
5989	l
6004	l
6019	l
6035	l
6051	l
6066	l
6082	l
6098	l
6113	l
6129	l
6145	l
6161	l
6177	l
6192	l
6209	l
6224	l
6241	l
6256	l
6272	l
6287	l
6303	l
6318	l
6334	l
6350	l
6365	l
6381	l
6396	l
6412	l
6427	l
6442	l
6457	l
6473	l
6488	l
6503	l
6518	l
6533	l
6549	l
6564	l
6580	l
6595	l
6610	l
6626	l
6641	l
6656	l
6672	l
6687	l
6702	l
6717	l
6733	l
6749	l
6764	l
6779	l
6795	l
6810	l
6825	l
6841	l
6856	l
6871	l
6886	l
6901	l
6917	l
6931	l
6947	l
6961	l
6977	l
6992	l
7007	l
7022	l
7038	l
7053	l
7068	l
7083	l
7099	l
7114	l
7130	l
7145	l
7159	l
7175	l
7191	l
7206	l
7221	l
7236	l
7251	l
7267	l
7281	l
7298	l
7313	l
7328	l
7343	l
7359	l
7374	l
7389	l
7405	l
7420	l
7435	l
7451	l
7465	l
7481	l
7496	l
7511	l
7526	l
7541	l
7557	l
7572	l
7588	l
7602	l
7617	l
7632	l
7647	l
7663	l
7678	l
7694	l
7709	l
7724	l
7739	l
7754	l
7769	l
7785	l
7800	l

7814	l
7830	l
7846	l
7861	l
7876	l
7891	l
7906	l
7921	l
7936	l
7951	l
7966	l
7982	l
7997	l
8012	l
8027	l
8043	l
8058	l
8073	l
8088	l
8104	l
8119	l
8135	l
8150	l
8166	l
8181	l
8197	l
8212	l
8227	l
178	ledge
8243	ledge
8264	ledge
189	redge
8253	redge
8274	redge
